Crown,KingTower,LeftPrincess,RigthPrincess,CrownOpponent,KingTowerOpponent,LeftPrincessOpponent,RigthPrincessOpponent,Cluster
1,3461,2628,630,0,6408,4032,0,0
0,6408,4032,0,1,6408,3662,1746,1
1,1772,2345,146,0,5140,2605,0,0
0,6408,4032,0,1,6408,4032,2626,1
1,6408,3823,3530,0,4988,4032,0,0
1,6143,537,1588,0,6143,3767,0,0
3,6134,3527,2537,0,0,0,0,2
1,6408,3256,344,0,6408,4032,0,0
1,6408,1799,2216,0,6408,3339,0,0
1,6408,2668,1776,0,4394,2548,0,0
1,6408,499,1940,0,6090,4032,0,0
0,5974,1787,0,1,3960,564,3598,1
3,6134,0,0,2,0,0,0,2
1,6408,3464,4032,0,6408,2107,0,0
0,2437,3762,0,1,6408,1393,3416,1
1,6408,1046,2570,0,6408,4032,0,0
0,6358,3982,3982,0,6358,3982,3982,0
3,6408,4032,4032,0,0,0,0,2
3,6408,4032,3955,0,0,0,0,2
0,6330,3168,0,1,5242,2018,2867,1
0,6358,3982,3982,0,6358,3982,3982,0
1,6408,4032,1273,0,6408,3714,0,0
0,5938,3982,3982,0,6358,3982,3982,0
0,6358,3982,3982,0,6358,3982,3982,0
1,6408,1946,3484,0,2333,3724,0,0
0,6134,3627,0,1,6408,3281,2308,1
1,6408,3078,1626,0,6408,2315,0,0
0,6408,3646,0,1,6408,3560,3011,1
1,6408,3142,578,0,6408,3955,0,0
1,6408,2256,4032,0,330,4032,0,0
2,6408,1796,0,1,3133,0,0,2
1,6338,1503,2696,0,6310,260,0,0
1,6408,2272,2831,0,6408,647,0,0
0,6070,3982,3982,0,6358,3982,3982,0
0,3108,4032,0,1,6408,2130,3155,1
0,6358,3982,3982,0,6358,3982,3982,0
0,6408,3090,0,1,6408,409,405,1
1,6330,2185,4032,0,5918,1381,0,0
1,6408,3808,2694,0,6408,1857,0,0
0,6408,3484,0,1,6408,3542,2950,1
0,4148,766,0,1,4108,571,906,1
1,5836,791,444,0,5836,81,0,0
0,0,0,0,3,6408,4032,2587,1
0,6358,3982,3982,0,6358,3982,3982,0
0,6408,4032,0,1,6016,2288,2876,1
1,6408,2360,2150,0,6408,820,0,0
3,6408,4032,3344,0,0,0,0,2
1,6408,3888,1556,0,6114,667,0,0
1,6408,1167,2671,0,6408,3248,0,0
0,0,0,0,3,6408,4032,2660,1
1,6408,2221,2304,0,6408,396,0,0
1,6408,4032,3150,0,6408,1667,0,0
1,6408,1209,3600,0,3125,2997,0,0
1,6408,2300,1859,0,6408,1700,0,0
0,6358,3982,3982,0,6358,3982,3982,0
0,0,0,0,3,6276,3900,2726,1
1,4926,1835,152,0,5271,2895,0,0
1,1772,4032,855,0,6330,4032,0,0
3,6331,4032,4032,0,0,0,0,2
2,4963,3813,0,1,6408,0,0,2
0,5571,3129,0,1,6330,3954,2339,1
0,5376,2869,0,1,5298,748,1910,1
0,5918,1381,0,1,6330,2185,4032,1
3,6408,3615,4032,0,0,0,0,2
1,3836,1713,2734,0,6408,3434,0,0
1,6408,1269,3322,0,6330,3954,0,0
0,5889,2554,0,1,6330,3806,2213,1
1,6408,3148,903,0,6276,4032,0,0
1,6408,1919,3464,0,6276,3590,0,0
0,6253,3464,0,1,6253,1180,3877,1
1,6408,914,3282,0,6330,3822,0,0
1,4969,2477,2361,0,4891,2205,0,0
3,5211,0,0,2,0,0,0,2
3,6330,3358,2098,0,0,0,0,2
0,6408,3608,0,1,6408,1109,1483,1
3,6199,3954,0,1,0,0,0,2
3,4929,0,0,2,0,0,0,2
0,6408,503,0,1,6408,624,1187,1
0,6408,1896,0,1,4950,2324,3337,1
3,6408,4032,0,1,0,0,0,2
1,6408,155,3999,0,4224,1011,0,0
3,4734,3819,0,1,0,0,0,2
0,6408,1698,0,1,6408,12,1717,1
2,6408,3642,0,1,2898,0,0,2
0,6408,3459,0,1,6408,2438,4032,1
0,5181,467,0,1,6408,3458,2298,1
0,6408,2427,0,1,6408,2782,2296,1
3,5426,3358,0,1,0,0,0,2
0,6408,2292,0,1,6408,1431,1550,1
2,3272,249,0,1,1631,0,0,2
3,6408,4032,3887,0,0,0,0,2
1,6408,3885,4032,0,4498,4032,0,0
1,6408,1807,2302,0,6253,587,0,0
1,3338,2489,3840,0,1913,4032,0,0
1,4671,258,1881,0,4671,1263,0,0
2,6408,3015,0,1,2296,0,0,2
0,4611,2165,0,1,4611,1101,1898,1
1,2588,654,1047,0,5248,4032,0,0
3,6408,4032,4032,0,0,0,0,2
0,6281,3982,3982,0,6007,3982,3982,0
0,0,0,0,3,6261,4032,4032,1
1,6408,2253,2615,0,4498,3695,0,0
1,6408,982,2768,0,5937,494,0,0
1,6408,2213,3840,0,6408,4032,0,0
2,5458,2904,0,1,5924,0,0,2
0,1398,3530,0,1,6408,1019,4032,1
1,6408,4032,536,0,6408,4032,0,0
1,6408,3687,2587,0,2556,150,0,2
2,5366,2518,0,1,5524,0,0,2
0,6302,3926,0,1,6302,935,2954,1
0,6408,3808,0,1,6408,3099,3555,1
0,5454,3800,0,1,6408,2606,1857,1
0,5596,2236,0,1,5179,2747,2520,1
2,6124,3634,0,1,1521,0,0,2
1,6408,1632,3742,0,5772,4032,0,0
1,6408,209,2941,0,6408,1284,0,0
1,6408,2562,2040,0,6408,1341,0,0
1,6196,20,2216,0,6196,111,0,0
0,6408,679,0,1,6408,1238,2244,1
0,6408,3114,0,1,6249,2889,2285,1
1,5987,274,3916,0,6408,2274,0,0
1,6408,2570,2909,0,5572,3170,0,0
1,5640,1069,3264,0,2644,4032,0,0
1,6408,3916,3660,0,5516,2710,0,0
0,6408,3328,0,1,5096,3984,3438,1
0,6408,3816,0,1,6408,4032,170,1
1,6408,1513,4032,0,5988,4032,0,0
1,5268,302,3088,0,5954,2650,0,0
1,6408,4032,2130,0,5360,3876,0,0
1,6408,0,0,2,745,2998,0,2
0,6408,3367,0,1,6408,2724,2604,1
1,6408,1005,3792,0,6408,2932,0,0
0,3662,938,0,1,3662,487,1130,1
1,6408,1803,4032,0,6408,4032,0,0
1,6310,2444,2815,0,6330,3140,0,0
1,6408,3077,2018,0,6408,3890,0,0
1,4179,1775,1612,0,4453,1935,0,0
0,6084,3982,3982,0,6358,3982,3982,0
1,5705,1740,1558,0,5705,1052,0,0
1,5135,570,2135,0,5135,1041,0,0
1,5310,1280,434,0,5310,2166,0,0
0,6408,3504,0,1,6408,2859,3474,1
2,3749,3049,0,1,5442,0,0,2
1,6408,4032,3155,0,6408,2845,0,0
0,6408,3887,0,1,6408,1005,520,1
2,6408,2105,3955,0,2685,0,0,2
0,5993,3982,3982,0,6281,3982,3982,0
1,6408,824,1291,0,6408,1517,0,0
1,6408,2229,1103,0,6408,2020,0,0
0,6408,3776,0,1,6408,3600,851,1
1,6196,0,0,2,314,3847,0,1
1,6408,271,2206,0,6408,3032,0,0
0,6408,3916,0,1,6408,4032,806,1
0,6358,3982,3982,0,6358,3982,3982,0
0,6408,3808,0,1,6408,2218,204,1
1,6408,4032,1515,0,6408,3064,0,0
3,6408,3999,3033,0,0,0,0,2
0,6408,933,0,1,6100,537,3354,1
3,6134,3999,3276,0,0,0,0,2
2,2940,418,0,1,6044,0,0,2
1,3819,0,0,2,683,1229,0,2
1,4394,2922,3614,0,3864,2710,0,0
1,6408,4032,1734,0,6408,4032,0,0
2,3214,3751,0,1,6316,0,0,2
0,6280,3982,3982,0,6280,3982,3982,0
1,6408,3420,782,0,5203,3636,0,0
1,5877,2991,856,0,5196,1171,0,0
0,6358,3982,3982,0,6312,3982,3982,0
2,1870,514,0,1,5327,0,0,2
3,2393,2540,0,1,0,0,0,2
1,0,0,0,3,5560,2548,0,1
3,6408,3954,0,1,0,0,0,2
1,0,0,0,3,6012,4032,0,1
0,6408,4032,0,1,6408,1152,4032,1
1,6408,3493,1488,0,1808,4032,0,0
0,5295,3325,0,1,6408,4032,2424,1
0,0,0,0,3,6154,2104,3072,1
1,5560,0,0,2,1596,1442,0,2
1,3722,2307,3,0,5010,1363,0,0
0,5987,2970,0,1,6154,3054,3876,1
0,6358,3982,3982,0,6358,3982,3982,0
3,6261,3955,3281,0,0,0,0,2
3,3048,0,0,2,0,0,0,2
0,6408,674,0,1,6408,2027,2986,1
0,6016,0,0,2,6331,4032,2427,1
0,6408,3336,0,1,6408,4032,578,1
2,6408,3408,1819,0,5388,0,0,2
1,6408,2500,2958,0,6331,1231,0,0
0,6408,3195,0,1,5384,1032,758,1
3,6408,3584,3468,0,0,0,0,2
0,6408,2616,0,1,6408,2043,3274,1
0,5388,2870,0,1,3226,678,1619,1
3,5397,0,0,2,0,0,0,2
1,6408,228,2665,0,6408,4032,0,0
0,5772,1931,0,1,6408,1639,1433,1
1,6276,2827,3900,0,6408,4032,0,0
0,6408,3698,0,1,6408,1853,1454,1
0,6408,2012,0,1,6408,2997,2215,1
3,6408,3685,3513,0,0,0,0,2
1,5533,149,1863,0,4766,531,0,0
0,6408,2393,0,1,4772,2375,1922,1
2,6408,2176,4032,0,2233,0,0,2
1,6276,1742,2741,0,5384,1317,0,0
1,6408,3318,2191,0,342,4032,0,0
1,6408,1613,1788,0,6408,1386,0,0
3,6408,4032,784,0,0,0,0,2
1,6208,465,2107,0,6131,3832,0,0
1,6408,3758,1712,0,5874,2273,0,0
1,6408,3079,1360,0,6276,3784,0,0
3,6408,3740,4032,0,0,0,0,2
1,6408,2499,3501,0,6408,4032,0,0
1,6408,2667,4032,0,6408,4032,0,0
0,6408,4032,0,1,6408,4032,764,1
0,6408,66,0,1,6408,261,3317,1
0,6358,3982,3982,0,6358,3982,3982,0
0,6408,3270,0,1,6408,4032,1818,1
0,6408,2688,0,1,6408,3625,2116,1
1,6408,3092,2793,0,6408,3916,0,0
1,6408,3816,2968,0,6408,4032,0,0
1,5562,1404,1695,0,5562,1046,0,0
0,6408,3360,0,1,6408,1879,4032,1
1,6408,1212,3524,0,6408,4032,0,0
1,6408,1614,3627,0,6408,3318,0,0
0,6408,3141,0,1,6408,2507,3372,1
0,6408,4032,0,1,6408,4032,1756,1
0,6220,2185,0,1,6220,3046,909,1
1,6408,1385,300,0,6408,903,0,0
3,6330,3916,3954,0,0,0,0,2
0,6408,3445,0,1,6408,3916,10,1
1,6077,7,3044,0,6077,3701,0,0
1,6408,3738,4032,0,6276,4032,0,0
0,6408,2656,0,1,6408,3318,1429,1
0,0,0,0,3,6408,931,1006,1
2,3436,1072,0,1,5772,0,0,2
1,6408,4032,3414,0,6408,4032,0,0
1,6408,3196,3748,0,6408,3738,0,0
0,0,0,0,3,6408,3698,2781,1
0,6408,2765,0,1,6408,735,1932,1
1,6408,1329,3029,0,6408,1892,0,0
0,6408,4032,0,1,6090,3807,1927,1
0,6408,4032,0,1,6408,3758,1366,1
1,5449,2016,1104,0,5449,3073,0,0
1,6408,1565,3838,0,6090,3871,0,0
0,6408,3584,0,1,6408,487,3206,1
1,6408,2587,2652,0,5700,2664,0,0
1,6408,4032,1278,0,6408,1525,0,0
0,6408,3524,0,1,6408,4032,1776,1
1,6154,1776,4032,0,6408,4032,0,0
1,6408,3619,2575,0,6054,3838,0,0
0,6408,4032,0,1,6408,3999,1356,1
0,6408,1731,0,1,5889,2482,2727,1
0,6408,2744,0,1,6408,1219,3222,1
1,6408,1002,3281,0,2794,1485,0,0
1,6408,3526,1181,0,6331,2693,0,0
1,6408,1068,3820,0,6408,3498,0,0
3,5931,1048,0,1,0,0,0,2
3,6408,4032,1412,0,0,0,0,2
2,1305,4032,0,1,2016,0,0,2
1,5504,1892,1057,0,5504,3128,0,0
1,5145,3642,2039,0,6408,4032,0,0
1,2743,0,0,2,4829,2454,0,1
0,5454,2348,0,1,6134,4032,3190,1
1,5874,3085,2093,0,6146,3572,0,0
0,6358,3982,3982,0,6007,3982,3982,0
1,6408,4032,330,0,3315,2159,0,0
0,6408,0,0,2,6408,1685,3758,1
0,0,0,0,3,6408,1130,3770,1
3,3763,4032,0,1,0,0,0,2
2,5791,3141,0,1,5545,0,0,2
3,1277,1656,0,1,0,0,0,2
2,2759,605,0,1,6408,0,0,2
3,4742,1323,0,1,0,0,0,2
1,0,0,0,3,2582,47,0,2
1,6408,927,1638,0,5242,3954,0,0
1,297,0,0,2,5707,2317,0,1
3,6192,1706,3484,0,0,0,0,2
2,6408,2811,0,1,5190,0,0,2
2,6408,4,0,1,3574,0,0,2
2,2387,279,0,1,4542,0,0,2
2,2442,4032,0,1,2947,0,0,2
0,6408,3774,0,1,6330,4032,2821,1
1,6119,0,0,2,6003,2365,0,1
2,4978,4032,0,1,5238,0,0,2
1,5820,0,0,2,6300,1261,0,1
1,6276,0,0,2,3595,3444,0,1
0,5426,1990,0,1,4683,221,1703,1
1,6408,1766,3003,0,5614,4032,0,0
1,6023,2400,1396,0,2387,3094,0,0
1,5718,3434,924,0,5995,2907,0,0
2,3431,2210,0,1,4519,0,0,2
0,6408,3820,0,1,3543,4032,2271,1
0,3669,3916,0,1,6408,4032,762,1
1,6216,118,792,0,5864,2241,0,0
1,6408,4032,2512,0,5704,3111,0,0
0,6358,3982,3982,0,6358,3982,3982,0
1,6408,3149,2164,0,6408,2895,0,0
1,6408,29,4032,0,6408,2976,0,0
0,6408,140,0,1,6408,2480,1387,1
0,6408,1646,0,1,6408,1686,2687,1
0,6358,3982,3982,0,5861,3982,3982,0
0,6280,3982,3982,0,5861,3982,3982,0
2,4088,1154,0,1,4994,0,0,2
0,6408,3264,0,1,6408,977,4032,1
0,6408,4032,0,1,6408,4032,2045,1
1,6408,2239,4032,0,6408,4032,0,0
1,6408,3437,471,0,6408,4032,0,0
0,6408,961,0,1,6408,3184,1148,1
1,6408,735,3887,0,6196,3680,0,0
1,6408,3342,36,0,5327,4032,0,0
2,6184,1646,0,1,6408,0,0,2
0,6408,2411,0,1,6408,3318,2434,1
0,6358,3982,3982,0,5938,3982,3982,0
0,6084,3982,3982,0,6358,3982,3982,0
1,6408,216,2994,0,6408,1212,0,0
1,6408,4032,1563,0,5704,1502,0,0
3,6408,2996,4032,0,0,0,0,2
0,4839,2463,0,1,4839,1623,1253,1
3,6100,3724,4032,0,0,0,0,2
1,5918,3321,2330,0,6408,4032,0,0
2,6408,3246,0,1,4441,0,0,2
1,4096,1272,1720,0,4096,1642,0,0
0,6408,1018,0,1,6408,429,3676,1
0,6023,1912,0,1,6408,4032,1560,1
1,6408,3916,1242,0,6408,3608,0,0
0,6249,2585,0,1,6408,1700,1146,1
0,5786,3410,0,1,5786,499,1622,1
0,6408,2384,0,1,6408,4032,2828,1
3,6408,2976,1807,0,0,0,0,2
3,6408,4032,2996,0,0,0,0,2
0,6408,2924,0,1,6408,2863,2662,1
3,6408,4032,4032,0,0,0,0,2
0,6358,3982,3982,0,6281,3982,3982,0
0,6408,3999,0,1,6331,3401,3281,1
1,6408,178,3556,0,4386,3708,0,0
1,6408,225,4032,0,6408,3618,0,0
0,6408,3808,0,1,6408,541,2337,1
0,6249,3678,0,1,6408,1898,3021,1
3,6408,3916,3575,0,0,0,0,2
1,6057,2291,752,0,6057,3457,0,0
1,6408,0,0,2,3778,3133,0,1
0,6358,3982,3982,0,6281,3982,3982,0
0,6408,2429,0,1,6408,3708,3808,1
3,6331,4032,3396,0,0,0,0,2
3,6408,4032,2861,0,0,0,0,2
2,5242,2754,0,1,6192,0,0,2
3,6408,3291,2611,0,0,0,0,2
1,6408,1566,2171,0,4498,469,0,0
0,6408,2813,0,1,6408,4032,2867,1
3,6408,1178,4032,0,0,0,0,2
1,6408,1069,480,0,6408,3924,0,0
1,6408,4032,2459,0,6408,774,0,0
1,5192,2768,1305,0,6358,3710,0,0
1,3434,593,3072,0,5448,2546,0,0
0,5373,1382,0,1,6408,3156,3376,1
1,5718,3687,1787,0,6408,2704,0,0
1,14,0,0,2,772,1524,0,2
1,6408,4032,1752,0,6408,3820,0,0
1,6408,4032,1660,0,6408,1968,0,0
1,4616,496,1382,0,6408,2982,0,0
3,6408,3955,4032,0,0,0,0,2
3,6408,3724,3955,0,0,0,0,2
3,5718,4032,4032,0,0,0,0,2
0,5631,2801,0,1,5939,2927,757,1
0,6100,717,0,1,6408,4032,1734,1
0,6408,2408,0,1,6408,2988,3120,1
0,5373,2134,0,1,6408,4032,3666,1
1,6090,4032,1651,0,6408,4032,0,0
0,0,0,0,3,6120,4032,3912,1
1,5836,3460,2746,0,5836,2960,0,0
0,5566,3920,0,1,6408,462,2124,1
1,4806,600,291,0,4806,1566,0,0
1,6171,423,4032,0,6408,3184,0,0
1,6408,3758,1859,0,6408,4032,0,0
0,5700,2876,0,1,6408,3792,3666,1
0,6023,2508,0,1,6408,4032,1898,1
0,6408,1730,0,1,6408,268,2972,1
1,6408,2281,2227,0,6408,846,0,0
0,6280,3982,3982,0,6358,3982,3982,0
1,6408,2832,4032,0,21,3264,0,0
1,6408,731,1458,0,6408,623,0,0
0,6408,3400,0,1,6408,606,2607,1
1,3332,316,344,0,5249,425,0,0
1,6408,3424,173,0,6408,369,0,0
2,3998,2926,0,1,5384,0,0,2
3,5592,3025,0,1,0,0,0,2
0,6358,3982,3982,0,6358,3982,3982,0
1,6408,420,4032,0,4977,3687,0,0
1,6408,4032,3617,0,5128,522,0,0
1,6408,484,3840,0,6249,27,0,0
0,6408,1528,0,1,5889,858,1013,1
3,4644,0,0,2,0,0,0,2
3,6111,3856,4032,0,0,0,0,2
0,0,0,0,3,6408,3264,2727,1
1,5145,2488,2588,0,5889,162,0,0
1,6116,2306,226,0,5370,2478,0,0
0,6134,2196,0,1,6408,2106,1477,1
1,5984,614,2306,0,6408,3363,0,0
1,5448,2508,1841,0,5640,931,0,0
2,1144,942,0,1,5055,0,0,2
1,5392,3308,1937,0,6408,1126,0,0
1,4832,3570,3647,0,6408,1605,0,0
1,6408,1029,3871,0,6408,4032,0,0
1,6408,4032,3084,0,6408,4032,0,0
1,6408,325,2115,0,6408,4032,0,0
1,6408,1843,2466,0,6408,3264,0,0
1,6408,1139,3510,0,6408,2262,0,0
2,0,0,0,3,3968,0,0,2
1,6408,3816,3600,0,6408,4032,0,0
0,5182,3816,0,1,6408,2566,3206,1
1,6408,1894,3742,0,6408,4032,0,0
1,6408,1338,3743,0,6408,3220,0,0
1,5987,4032,2087,0,6300,3496,0,0
3,4101,1104,0,1,0,0,0,2
0,0,0,0,3,6408,3916,1312,1
0,6408,2288,0,1,6408,3510,1244,1
1,6261,3493,127,0,6408,2814,0,0
2,6408,1304,0,1,6408,0,0,2
2,4036,6,0,1,3892,0,0,2
0,5709,1468,0,1,6408,2698,262,1
1,6408,3171,2490,0,6408,1516,0,0
2,0,0,0,3,5312,0,0,2
0,6358,3982,3982,0,5938,3982,3982,0
1,6408,2684,674,0,6408,2330,0,0
2,2786,2106,0,1,4107,0,0,2
3,6408,3221,4032,0,0,0,0,2
0,6408,3724,0,1,6408,1448,962,1
1,0,0,0,3,6408,469,0,1
0,0,0,0,3,6195,1851,3720,1
3,5295,4032,4032,0,0,0,0,2
1,6408,3820,3165,0,6408,2836,0,0
1,6408,856,4032,0,5411,2625,0,0
0,6408,4032,0,1,6212,4032,916,1
1,6346,2127,2063,0,5697,3543,0,0
1,5453,3403,2607,0,6408,2903,0,0
0,0,0,0,3,6408,4032,3622,1
1,3442,0,0,2,6408,2354,0,1
0,6107,3507,0,1,6107,2015,622,1
1,6408,2638,3678,0,6408,2680,0,0
1,6408,1317,4032,0,6337,3622,0,0
1,6408,1404,1787,0,6408,3366,0,0
3,6408,2607,2750,0,0,0,0,2
1,6408,2332,1100,0,6408,3225,0,0
1,6408,2496,3342,0,6016,3329,0,0
3,6331,3885,4032,0,0,0,0,2
0,6408,3358,0,1,6408,3819,2298,1
0,6408,3577,0,1,5526,4032,2284,1
0,6408,4032,0,1,6408,4032,1535,1
0,6408,3916,0,1,5918,3542,133,1
1,5870,531,2068,0,5870,2298,0,0
1,6232,729,2290,0,4322,3608,0,0
1,6408,2668,1327,0,6408,3800,0,0
0,6408,2746,0,1,6408,2706,3916,1
1,4465,1753,232,0,4465,828,0,0
1,5549,1774,715,0,5549,2459,0,0
0,4807,947,0,1,4807,91,2132,1
1,6408,1676,2959,0,6408,3668,0,0
1,4499,1383,2123,0,4499,1590,0,0
1,6408,1021,3116,0,6408,2180,0,0
0,6281,3982,3982,0,6358,3982,3982,0
1,6330,3549,3855,0,6408,4032,0,0
0,0,0,0,3,6408,3615,3758,1
0,6408,1708,0,1,6408,2930,3511,1
0,6408,3954,0,1,5772,1117,2572,1
0,5273,1441,0,1,4583,583,2204,1
2,6408,1682,2994,0,307,0,0,2
0,5956,2195,0,1,6230,1077,440,1
1,6408,800,2698,0,2572,3455,0,0
1,6408,807,3499,0,4338,4032,0,0
1,5817,3916,4032,0,6408,2355,0,0
0,6408,4032,0,1,5718,974,2274,1
2,0,0,0,3,4652,0,0,2
0,0,0,0,3,6408,2997,1190,1
0,5938,3982,3982,0,6358,3982,3982,0
1,6408,1234,3743,0,4548,3326,0,0
1,6408,3744,3120,0,6408,4032,0,0
1,4394,4032,724,0,6408,3758,0,0
1,6408,2270,4032,0,5254,2348,0,0
1,6408,3924,3524,0,6408,3758,0,0
1,6408,3392,3100,0,4296,3642,0,0
0,4871,1330,0,1,6408,1512,1534,1
1,5296,118,763,0,5218,1584,0,0
3,6408,4032,4032,0,0,0,0,2
1,6408,4032,2664,0,4860,3916,0,0
1,6408,4032,3085,0,6408,3954,0,0
0,5242,2404,0,1,6076,1736,3270,1
3,6331,2605,2766,0,0,0,0,2
1,6408,2724,3744,0,6408,3758,0,0
3,5489,2348,4032,0,0,0,0,2
1,6331,0,0,2,3031,3778,0,1
1,6100,2437,1733,0,6056,3606,0,0
1,5202,2318,2194,0,5202,2826,0,0
0,6281,3982,3982,0,6084,3982,3982,0
1,6408,3954,4032,0,2348,964,0,0
1,6408,4032,2565,0,6330,4032,0,0
1,6408,3110,4032,0,6408,3916,0,0
1,6408,4032,1286,0,6408,4032,0,0
3,5028,4032,0,1,0,0,0,2
0,6408,4032,0,1,6408,3758,624,1
1,6408,916,3087,0,6408,2926,0,0
0,6084,3982,3982,0,6084,3982,3982,0
0,0,0,0,3,6134,2327,3816,1
2,4361,1565,0,1,1700,0,0,2
1,6408,1424,44,0,6408,3767,0,0
0,0,0,0,3,6408,3565,2215,1
1,6408,692,3185,0,6408,2959,0,0
1,6408,3097,1693,0,6408,4032,0,0
2,866,3127,0,1,4011,0,0,2
0,6358,3982,3982,0,5530,3982,3982,0
0,6261,1188,0,1,6408,1687,1371,1
0,0,0,0,3,6134,3308,4032,1
2,5849,2379,0,1,1461,0,0,2
1,6408,3916,1907,0,6134,371,0,0
0,6358,3982,3982,0,6084,3982,3982,0
1,6408,614,1410,0,6249,3724,0,0
0,0,0,0,3,6134,1083,4032,1
1,6408,3269,528,0,6408,2994,0,0
3,6408,3022,3954,0,0,0,0,2
1,6408,312,4032,0,6249,4032,0,0
3,6195,3248,3329,0,0,0,0,2
0,6408,2825,0,1,6408,2067,2796,1
1,6408,1618,1453,0,6408,3241,0,0
0,6266,3542,0,1,6408,2260,714,1
2,5566,885,0,1,3584,0,0,2
0,6408,4032,0,1,6408,975,4032,1
0,0,0,0,3,4554,2697,3954,1
0,6211,3982,3982,0,6280,3982,3982,0
0,6280,3982,3982,0,5767,3982,3982,0
2,4000,3017,0,1,5566,0,0,2
1,4498,4032,1113,0,6408,3873,0,0
0,6254,4032,0,1,6408,1520,3954,1
0,3708,3016,0,1,4303,4032,3263,1
3,4274,2352,3618,0,0,0,0,2
1,6408,4032,256,0,6408,4032,0,0
1,6408,2040,1215,0,6408,4032,0,0
1,5718,3274,2341,0,6408,3876,0,0
0,5028,1503,0,1,5987,527,3058,1
1,2381,1580,1682,0,6408,3916,0,0
1,6408,2885,883,0,5988,3916,0,0
0,5702,1681,0,1,5702,1524,541,1
0,6358,3982,3982,0,6358,3982,3982,0
0,5242,4032,0,1,6177,4032,1087,1
0,4334,2616,0,1,6254,3878,303,1
1,4457,1475,141,0,4457,1730,0,0
0,6408,3588,0,1,6408,3430,1996,1
0,6358,3982,3982,0,6084,3982,3982,0
1,6408,3087,1169,0,6408,4032,0,0
0,6408,3954,0,1,6054,2676,3731,1
1,6211,447,2910,0,6211,3719,0,0
1,6408,2645,3434,0,6408,4032,0,0
0,6408,3156,0,1,6408,3135,1397,1
0,6408,892,0,1,6408,3324,370,1
1,6408,213,2700,0,6408,3446,0,0
1,6408,2931,781,0,6408,3069,0,0
2,6408,4032,3524,0,5579,0,0,0
0,6408,969,0,1,6408,129,1838,1
3,5635,4032,0,1,0,0,0,2
3,2909,4032,0,1,0,0,0,2
2,2132,3340,0,1,6088,0,0,2
2,5931,2773,0,1,3726,0,0,2
2,5962,3152,0,1,5247,0,0,2
1,0,0,0,3,5592,3025,0,1
0,5006,2970,0,1,6408,3924,2266,1
0,0,0,0,3,6408,4032,3528,1
0,6300,2266,0,1,6408,2901,2534,1
2,0,0,0,3,2344,0,0,2
3,6408,2378,0,1,0,0,0,2
1,0,0,0,3,5046,1069,0,1
3,2885,741,0,1,0,0,0,2
1,5987,0,0,2,2680,2412,0,1
2,3155,1878,0,1,6300,0,0,2
3,2229,2086,0,1,0,0,0,2
2,5560,4032,0,1,2408,0,0,2
1,5630,0,0,2,865,2960,0,1
0,6358,3982,3982,0,6084,3982,3982,0
0,6408,439,0,1,6408,3124,1504,1
0,6408,2143,0,1,3848,3351,1982,1
3,5392,1492,0,1,0,0,0,2
2,4481,2200,0,1,2886,0,0,2
3,5684,4032,0,1,0,0,0,2
1,6408,2071,35,0,6408,4032,0,0
0,6408,4032,0,1,5896,629,4032,1
1,6408,2212,3584,0,6408,3916,0,0
3,6408,3570,2006,0,0,0,0,2
0,1204,4032,0,1,6408,2088,4032,1
1,6408,3856,1382,0,6408,3255,0,0
0,0,0,0,3,6408,3565,3999,1
0,6273,3762,0,1,6408,2807,3271,1
0,6408,3890,0,1,6408,3120,3692,1
0,6408,2475,0,1,6408,3103,748,1
1,6408,730,3542,0,6408,4032,0,0
0,3880,2461,0,1,6408,1048,3040,1
0,4885,0,0,2,6408,4032,780,1
1,0,0,0,3,4651,3916,0,1
1,6408,3954,1984,0,6249,3738,0,0
1,6408,2832,3900,0,6408,2916,0,0
0,6408,3209,0,1,6408,1681,152,1
0,0,0,0,3,6408,677,4032,1
1,6408,2792,3885,0,6408,3681,0,0
1,6408,2329,2441,0,6408,3441,0,0
0,6408,2273,0,1,6408,2188,4032,1
1,6324,3864,919,0,6408,2638,0,0
1,6408,470,3231,0,6408,3916,0,0
1,6408,1554,3855,0,6249,3589,0,0
0,6408,4032,0,1,6408,18,2886,1
1,5832,3282,1730,0,6408,3705,0,0
1,0,0,0,3,4977,378,0,1
0,5832,310,0,1,6408,768,440,1
1,5832,3533,2083,0,5136,2886,0,0
0,5832,1472,0,1,6408,3681,1106,1
0,0,0,0,3,6408,2851,1481,1
0,5832,1771,0,1,6408,3840,1476,1
2,6230,3695,0,1,6408,0,0,2
2,0,0,0,3,6408,0,0,1
1,6408,0,0,2,4851,3924,0,1
2,5663,2719,0,1,5942,0,0,2
1,5519,0,0,2,6408,2079,0,1
2,6408,1577,0,1,4737,0,0,2
1,6408,2350,3135,0,6408,2174,0,0
0,6002,3644,0,1,5942,4032,1002,1
1,6408,1972,4032,0,6408,3600,0,0
0,6408,2433,0,1,6408,3620,3742,1
3,6408,4032,3620,0,0,0,0,2
3,2208,0,0,2,0,0,0,2
2,5149,2684,0,1,6331,0,0,2
1,6408,1826,1908,0,2919,4032,0,0
1,2654,0,0,2,5370,386,0,1
1,6408,1818,2884,0,6408,1761,0,0
0,6408,3165,0,1,6408,4032,1505,1
1,6408,3526,745,0,6408,3722,0,0
1,6408,1369,2200,0,2753,3620,0,0
1,6408,829,2846,0,6408,2025,0,0
