Crown,KingTower,LeftPrincess,RigthPrincess,CrownOpponent,KingTowerOpponent,LeftPrincessOpponent,RigthPrincessOpponent,Cluster
0,6408,4032,0,1,6408,2988,1699,1
1,6408,2519,1199,0,6134,1414,0,0
1,6408,1316,1881,0,6408,3414,0,0
0,6408,2161,0,1,6408,3808,866,1
1,6408,2876,1430,0,6408,4032,0,0
2,0,0,0,3,6408,0,0,1
0,6408,3890,0,1,5898,3333,3658,1
1,2840,0,0,2,6249,632,0,1
1,6408,2521,365,0,6408,3966,0,0
1,6408,3225,977,0,6408,2688,0,0
2,0,0,0,3,776,0,0,2
0,6408,2006,0,1,6408,631,1833,1
0,6408,4032,0,1,6408,1147,4032,1
1,6408,1500,2983,0,6408,2604,0,0
0,0,0,0,3,5147,4032,156,1
3,5802,4032,3916,0,0,0,0,2
0,6408,3513,0,1,6408,277,3212,1
1,0,0,0,3,6249,2527,0,1
1,6408,2292,1751,0,6090,399,0,0
1,6408,2462,3912,0,6090,2146,0,0
1,6408,2876,3597,0,5889,2657,0,0
1,6295,315,2240,0,6295,3406,0,0
0,6408,867,0,1,6134,3493,2535,1
1,6330,558,3966,0,6408,4032,0,0
1,5189,0,0,2,5620,2399,0,1
0,6408,958,0,1,6154,3270,526,1
0,0,0,0,3,5900,3819,3581,1
0,6177,1849,0,1,6330,426,3778,1
1,0,0,0,3,4075,3375,0,1
3,5412,685,0,1,0,0,0,2
2,6184,1212,0,1,4637,0,0,2
0,4682,2405,0,1,6408,2097,2871,1
1,6408,4032,109,0,5982,3524,0,0
0,5340,3441,0,1,6408,4032,2253,1
0,4019,0,0,2,6408,1466,4032,1
1,5353,4032,326,0,4964,4032,0,0
3,4293,2652,0,1,0,0,0,2
2,0,0,0,3,5302,0,0,2
2,2399,2772,0,1,6277,0,0,2
0,6408,804,0,1,6088,3177,3270,1
0,6276,2628,0,1,6212,1152,2641,1
0,0,0,0,3,4308,4032,3192,1
3,5154,3606,0,1,0,0,0,2
1,0,0,0,3,653,2649,0,1
0,5896,3070,0,1,6408,4032,2913,1
0,4740,0,0,2,6408,2818,3819,1
1,4724,0,0,2,2684,2969,0,1
3,6408,1520,0,1,0,0,0,2
3,3271,3612,0,1,0,0,0,2
0,6408,3624,0,1,6134,4032,977,1
0,6408,3230,0,1,6134,2962,2946,1
1,3816,0,0,2,6408,3290,0,1
1,6276,616,4032,0,6408,2470,0,0
1,6408,762,3740,0,6408,4032,0,0
3,6408,1584,3608,0,0,0,0,2
0,6408,3916,0,1,6408,4032,561,1
1,6330,1566,4032,0,5889,4032,0,0
1,593,0,0,2,1488,3678,0,1
0,0,0,0,3,6134,4032,3565,1
0,6408,3890,0,1,6408,4032,812,1
1,6408,1763,4032,0,6408,2991,0,0
1,6408,2268,1029,0,6249,2854,0,0
0,6408,1503,0,1,6249,3513,2040,1
1,6408,3220,4032,0,6134,1099,0,0
1,6408,1156,4032,0,6408,4032,0,0
1,6408,732,4032,0,5931,3758,0,0
1,5782,3275,1131,0,5263,2622,0,0
1,6408,672,326,0,6408,2886,0,0
1,0,0,0,3,2695,1448,0,1
1,0,0,0,3,4782,2097,0,1
1,6013,3381,2222,0,6408,2744,0,0
1,6408,2842,3510,0,6408,2970,0,0
0,3793,3920,0,1,6408,3179,1993,1
0,6330,1500,0,1,5558,2753,3120,1
0,5571,2483,0,1,6408,4032,3738,1
0,2704,4032,0,1,6408,4032,445,1
0,3783,3916,0,1,6408,2972,2114,1
2,5900,2296,0,1,3334,0,0,2
0,3228,939,0,1,6408,3901,1857,1
3,2862,784,0,1,0,0,0,2
1,6408,2657,4032,0,5988,4032,0,0
1,4999,0,0,2,2128,4032,0,1
1,6408,0,0,2,6277,4032,0,1
2,4984,2784,0,1,6147,0,0,2
0,6408,4032,0,1,6408,4032,2299,1
1,6408,1741,4032,0,6330,4032,0,0
3,4394,4032,3129,0,0,0,0,2
2,6408,900,0,1,1997,0,0,2
1,6408,3885,1850,0,6310,4032,0,0
2,0,0,0,3,1798,0,0,2
0,6408,3710,0,1,6408,1847,2552,1
2,4729,359,0,1,6252,0,0,2
0,5384,695,0,1,6408,3184,2317,1
0,6408,4032,0,1,6330,3836,2767,1
3,3600,0,0,2,0,0,0,2
3,5816,3619,0,1,0,0,0,2
0,6276,4032,0,1,6408,4032,418,1
0,6408,4032,0,1,6408,4032,3639,1
1,6408,1071,4032,0,5700,1664,0,0
1,6408,1710,3516,0,6408,221,0,0
1,6408,710,4032,0,6408,1767,0,0
0,6408,3220,0,1,6408,3432,1370,1
1,6408,1537,4032,0,6408,3504,0,0
1,6408,3863,2486,0,6408,2867,0,0
3,6408,3999,0,1,0,0,0,2
3,6043,4032,4032,0,0,0,0,2
1,6120,0,0,2,2256,1012,0,2
0,6408,2970,0,1,6338,1514,3846,1
0,6408,3140,0,1,6408,704,2366,1
1,1964,0,0,2,3594,2270,0,1
1,6408,3032,3816,0,2756,2192,0,0
3,6408,3561,3237,0,0,0,0,2
0,3816,3801,0,1,6408,1368,3494,1
1,0,0,0,3,4242,98,0,1
0,6090,1865,0,1,6261,3885,1808,1
1,5359,736,1712,0,5359,2265,0,0
1,6408,1003,3684,0,6408,1449,0,0
1,6408,1544,2667,0,6408,2952,0,0
1,6408,2500,4032,0,6408,1251,0,0
0,6408,3885,0,1,6408,1900,4032,1
2,6408,4032,1197,0,2567,0,0,2
1,6408,0,0,2,5405,639,0,1
1,5125,49,2277,0,5125,1907,0,0
2,6408,2000,1628,0,3338,0,0,2
2,6114,1610,0,1,5436,0,0,2
2,454,2493,0,1,3149,0,0,2
0,6408,2430,0,1,6408,2987,2681,1
0,4771,502,0,1,4771,207,1492,1
3,6408,742,4032,0,0,0,0,2
0,6408,2547,0,1,5145,759,1526,1
1,6408,3208,3560,0,6408,2799,0,0
1,6408,3410,2654,0,6408,1252,0,0
1,5718,2870,1860,0,6408,2562,0,0
1,1728,0,0,2,1580,1060,0,2
1,6408,2067,1217,0,6027,2626,0,0
0,0,0,0,3,6408,2828,4032,1
1,3316,3802,1072,0,6178,3802,0,0
0,6090,4032,0,1,6408,797,2576,1
1,5918,1102,1825,0,6408,4032,0,0
1,5641,1179,1721,0,6408,2041,0,0
1,0,0,0,3,6408,1656,0,1
0,5931,2822,0,1,6300,3986,3264,1
1,5772,1921,3584,0,6330,3552,0,0
0,3968,2514,0,1,6408,2569,4032,1
1,6063,770,170,0,6408,375,0,0
1,5896,4032,1894,0,3629,588,0,0
0,6408,2704,0,1,6408,3204,2726,1
1,534,0,0,2,6086,36,0,1
1,6330,0,0,2,3972,3552,0,1
0,0,0,0,3,6408,3184,3630,1
1,5988,4032,2976,0,6330,3954,0,0
1,6408,3534,3770,0,6362,718,0,0
1,6408,4032,1419,0,1087,2964,0,0
1,6408,1608,1026,0,5800,3954,0,0
3,6408,2491,0,1,0,0,0,2
1,6408,3916,746,0,6408,2016,0,0
0,6408,2224,0,1,6408,549,4032,1
0,6408,3819,0,1,6408,3916,504,1
1,0,0,0,3,4487,3576,0,1
0,0,0,0,3,6408,2560,615,1
1,4724,2982,2184,0,6408,2794,0,0
1,5931,1243,1662,0,6408,2796,0,0
1,0,0,0,3,4727,3765,0,1
0,0,0,0,3,6408,2742,440,1
0,6408,3416,0,1,6231,904,3324,1
1,6408,3510,2302,0,6252,2465,0,0
1,6408,660,2690,0,6408,2023,0,0
0,6408,3916,0,1,6408,3724,318,1
1,6408,2058,4032,0,6408,4032,0,0
0,0,0,0,3,6330,2342,3838,1
0,6408,1428,0,1,6408,927,3729,1
0,6408,1732,0,1,6408,3504,1850,1
1,4968,2159,2202,0,6408,3645,0,0
0,6331,3885,0,1,6408,2197,3575,1
1,4294,3016,1720,0,6408,3045,0,0
1,6408,2469,3800,0,6408,3318,0,0
1,6408,3238,385,0,6408,4032,0,0
0,1170,3892,0,1,6249,696,4032,1
0,6408,3597,0,1,6408,808,3615,1
3,6408,2514,3704,0,0,0,0,2
1,6408,3170,2973,0,6408,3615,0,0
1,6408,3744,1350,0,4498,743,0,0
1,5535,1297,1875,0,5535,2742,0,0
1,6408,2856,2954,0,6408,2965,0,0
1,5718,2574,997,0,6408,140,0,0
1,6408,394,3816,0,6408,3771,0,0
0,6408,2104,0,1,4764,1081,1848,1
2,3717,2869,0,1,3781,0,0,2
1,0,0,0,3,5995,3524,0,1
2,4853,449,0,1,3472,0,0,2
0,6276,1225,0,1,6408,3184,3901,1
0,2412,2656,0,1,6408,233,3119,1
1,6408,1094,3816,0,6408,3608,0,0
0,4764,4032,0,1,6408,4032,542,1
0,5566,3357,0,1,6372,1112,3552,1
0,5944,3414,0,1,5944,154,2932,1
0,6408,3705,0,1,6408,1056,3312,1
0,5487,1181,0,1,5683,2779,763,1
1,6408,1505,4032,0,6408,3506,0,0
2,0,0,0,3,6195,0,0,1
1,6408,3503,3555,0,6408,416,0,0
1,6408,2639,2691,0,6408,633,0,0
1,6408,1923,1917,0,6192,2964,0,0
1,6408,3676,4032,0,6408,4032,0,0
1,6408,1226,3085,0,6408,4032,0,0
0,6408,3544,0,1,6408,1818,2634,1
1,6408,3743,2587,0,6408,3582,0,0
1,5566,2989,1826,0,6330,3528,0,0
0,5348,3518,0,1,6408,2624,1632,1
1,6408,3174,433,0,4568,2380,0,0
0,6408,4032,0,1,6408,2762,2214,1
1,3790,0,0,2,5832,2783,0,1
0,6408,4032,0,1,6408,4032,1666,1
1,6408,4032,3954,0,6408,4032,0,0
1,6408,1126,3912,0,5454,4032,0,0
2,5954,3284,0,1,5253,0,0,2
2,6408,3557,2090,0,4971,0,0,2
0,6312,2672,0,1,5316,3936,192,1
2,5500,2303,0,1,6408,0,0,2
1,6408,3031,2016,0,4524,1423,0,0
1,6408,3546,1076,0,1329,4032,0,0
0,6408,3264,0,1,6408,4032,2583,1
2,6330,3068,0,1,3517,0,0,2
2,6408,430,4032,0,3922,0,0,2
0,6408,1887,0,1,6408,120,2972,1
2,1543,3396,0,1,3791,0,0,2
2,6408,3446,0,1,6254,0,0,2
3,6408,3760,3705,0,0,0,0,2
1,6408,2437,1238,0,5380,3010,0,0
1,6408,666,551,0,6408,3520,0,0
1,6408,4032,2912,0,6408,3513,0,0
3,6277,3693,3820,0,0,0,0,2
0,6408,2992,0,1,6375,2458,94,1
3,5582,3778,0,1,0,0,0,2
0,6134,3924,0,1,6408,2300,4032,1
1,6408,4032,2269,0,5270,4032,0,0
1,6408,3475,2907,0,6408,3550,0,0
0,3635,4032,0,1,6408,577,4032,1
0,5832,2399,0,1,6408,1739,2292,1
0,3641,2630,0,1,6408,2190,229,1
0,5832,2900,0,1,6254,2127,1722,1
0,5832,1030,0,1,6408,1387,2590,1
0,5820,3304,0,1,6396,394,2470,1
0,5832,781,0,1,6408,2482,2295,1
1,5832,3435,3445,0,5146,3242,0,0
1,5832,1364,1781,0,6249,744,0,0
1,5832,3436,397,0,6249,3708,0,0
0,5832,2971,0,1,5832,466,1368,1
1,5832,630,2871,0,6408,3191,0,0
1,5832,3560,2657,0,6408,3290,0,0
0,5525,2612,0,1,6408,45,3396,1
1,0,0,0,3,3082,3269,0,1
2,406,3668,0,1,2372,0,0,2
0,0,0,0,3,6408,4032,2980,1
0,0,0,0,3,6408,4032,3924,1
2,4488,2453,2879,0,672,0,0,2
1,4303,3063,4032,0,6408,4032,0,0
1,0,0,0,3,6408,3499,0,1
0,4778,1935,0,1,6408,1968,1997,1
1,6408,2974,901,0,6276,3916,0,0
0,6408,4032,0,1,5453,4032,1313,1
1,4725,0,0,2,5511,364,0,1
2,6408,2745,0,1,5308,0,0,2
0,348,3307,0,1,6408,4032,2507,1
1,6408,662,1418,0,6408,2952,0,0
0,6408,3217,0,1,6408,3733,2352,1
0,6408,3024,0,1,6408,3070,3483,1
1,5387,169,1668,0,5387,2779,0,0
0,4583,4032,0,1,6276,3256,3420,1
0,6408,1732,0,1,6408,3916,2035,1
1,6408,826,4032,0,4781,2588,0,0
0,6134,3758,0,1,6276,2407,3900,1
0,0,0,0,3,6408,3052,2998,1
1,0,0,0,3,1605,4032,0,1
1,6330,376,1133,0,2798,2716,0,0
1,6408,4032,3048,0,6408,702,0,0
2,3027,268,0,1,1339,0,0,2
1,4195,0,0,2,1003,2437,0,2
0,6408,1613,0,1,6114,431,978,1
1,6408,1464,1132,0,6016,742,0,0
1,6408,790,1431,0,6408,963,0,0
2,171,3924,0,1,2256,0,0,2
1,6408,0,0,2,3732,465,0,1
1,6408,4032,3169,0,5820,1977,0,0
1,0,0,0,3,964,2045,0,1
1,6408,1740,3800,0,6408,1560,0,0
0,6408,3680,0,1,6408,1427,4032,1
1,3731,0,0,2,5698,2568,0,1
1,5204,0,0,2,5212,3186,0,1
0,6408,2676,0,1,6408,1771,3128,1
1,6408,2695,2694,0,6408,3333,0,0
1,6408,256,4032,0,5931,4032,0,0
2,6408,3424,0,1,6408,0,0,2
1,6408,2122,3464,0,6408,1252,0,0
0,6400,1336,0,1,6400,1350,3345,1
1,6408,4032,2134,0,6261,4032,0,0
0,6408,3808,0,1,6408,33,3550,1
1,6408,979,555,0,6408,2672,0,0
1,6408,973,4032,0,1065,3661,0,0
0,6408,3139,0,1,6408,1476,2400,1
0,6408,3015,0,1,6408,2132,1080,1
1,6134,3203,2896,0,6408,3873,0,0
1,6408,3397,2316,0,6408,1093,0,0
1,6408,3528,2505,0,6090,3714,0,0
1,3904,0,0,2,2109,2365,0,1
1,6408,1652,477,0,6408,1483,0,0
0,6408,4032,0,1,5832,3255,1011,1
0,6408,3496,0,1,6408,1889,3260,1
1,6408,758,4032,0,6408,4032,0,0
0,6408,1665,0,1,6408,3452,578,1
1,6408,415,2675,0,6408,3039,0,0
0,6408,1524,0,1,6408,1767,4032,1
1,2076,0,0,2,781,1600,0,2
1,0,0,0,3,6288,1442,0,1
0,6408,2688,0,1,6408,761,1875,1
3,3765,4032,0,1,0,0,0,2
3,4724,1421,0,1,0,0,0,2
1,0,0,0,3,4076,115,0,1
2,6408,2360,0,1,5954,0,0,2
2,6408,1660,0,1,1562,0,0,2
2,0,0,0,3,4580,0,0,2
1,6408,3352,741,0,6408,3820,0,0
2,4332,4032,0,1,1407,0,0,2
2,6331,1080,0,1,984,0,0,2
1,3296,0,0,2,3520,1374,0,1
0,5652,3280,0,1,6408,834,3461,1
0,4808,1417,0,1,6408,2112,2808,1
0,6408,2314,0,1,6408,977,1637,1
1,4113,0,0,2,5688,3549,0,1
1,594,0,0,2,2697,805,0,2
3,5736,3216,0,1,0,0,0,2
3,5135,220,0,1,0,0,0,2
0,0,0,0,3,6408,824,174,1
0,0,0,0,3,6408,2495,2492,1
1,6408,1045,431,0,6408,2934,0,0
2,6408,2321,0,1,4937,0,0,2
2,6408,223,4032,0,1190,0,0,2
1,4436,0,0,2,2076,1982,0,1
0,6408,1893,0,1,6408,1632,3454,1
0,6100,3088,0,1,5832,1728,2928,1
1,6212,961,908,0,6408,2774,0,0
0,6408,3473,0,1,6330,2406,2168,1
1,6408,1391,3429,0,5128,4032,0,0
1,6408,3421,3816,0,6408,3552,0,0
0,6408,2460,0,1,6408,1274,3524,1
1,6120,3820,2434,0,6330,3954,0,0
0,6408,4032,0,1,6408,842,4032,1
1,4176,1384,1564,0,4494,852,0,0
1,6408,4032,2035,0,6408,4032,0,0
0,6408,560,0,1,6408,3212,3500,1
1,5088,1614,1666,0,6408,3072,0,0
0,0,0,0,3,6408,3678,3744,1
1,6408,542,3822,0,6408,2351,0,0
1,6408,1052,3058,0,6408,1221,0,0
0,6408,3380,0,1,6408,3566,1794,1
3,6408,3074,4032,0,0,0,0,2
1,6408,1952,4032,0,6408,2997,0,0
0,0,0,0,3,6408,3916,3231,1
0,6408,4032,0,1,5817,3208,1909,1
0,6408,2964,0,1,6408,3692,770,1
0,6408,3685,0,1,6408,4032,1652,1
0,6408,4032,0,1,6408,2038,624,1
1,6408,3262,2919,0,6408,1469,0,0
1,6408,0,0,2,6177,2769,0,1
0,6408,4032,0,1,6408,4032,1373,1
2,3949,3847,0,1,3485,0,0,2
0,0,0,0,3,6408,3056,4032,1
0,6408,2980,0,1,6408,4032,1701,1
2,6408,4032,1123,0,6028,0,0,0
0,6408,4032,0,1,5931,3522,1554,1
2,4728,30,0,1,5448,0,0,2
0,0,0,0,3,6408,4032,3493,1
1,6408,4032,2747,0,6408,3493,0,0
0,6134,2773,0,1,6408,1591,3300,1
0,6408,3392,0,1,6408,3924,383,1
0,6408,3549,0,1,6408,746,3493,1
0,6408,2591,0,1,6254,1181,2917,1
1,5987,3074,2118,0,6408,2990,0,0
1,6408,2643,2181,0,5296,3556,0,0
1,6408,4032,1468,0,6408,3962,0,0
1,6408,3177,3007,0,6408,3080,0,0
1,0,0,0,3,6408,2930,0,1
0,6408,1874,0,1,6408,3647,1909,1
1,6408,2598,1460,0,6408,2302,0,0
1,6408,3584,1197,0,6408,2999,0,0
1,6408,2390,3954,0,6192,4032,0,0
0,6408,4032,0,1,6408,3461,1912,1
1,6408,427,3916,0,6408,4032,0,0
1,6408,3192,108,0,6408,1169,0,0
0,0,0,0,3,6408,4032,3801,1
1,6408,1919,4032,0,3056,3282,0,0
1,6408,4032,2249,0,6408,4032,0,0
3,6408,3057,2860,0,0,0,0,2
0,409,3270,0,1,6408,1241,3916,1
0,6408,2363,0,1,6408,2391,153,1
0,6336,3916,0,1,6408,4032,1392,1
0,6408,4032,0,1,6408,1135,3840,1
2,5256,2880,0,1,4872,0,0,2
1,3879,0,0,2,2860,1089,0,1
1,0,0,0,3,4494,2660,0,1
0,6408,3192,0,1,6310,295,236,1
1,6408,651,1759,0,5918,2813,0,0
0,6408,4032,0,1,6408,4032,618,1
0,5596,3528,0,1,6071,4032,2913,1
0,6408,3446,0,1,6408,2353,640,1
0,6408,1287,0,1,6408,2927,1603,1
1,6408,805,3695,0,6408,2387,0,0
0,6408,3526,0,1,6408,3524,2613,1
0,6254,2853,0,1,6408,3357,852,1
0,6240,178,0,1,6408,2495,2872,1
1,0,0,0,3,6090,3228,0,1
1,1638,0,0,2,5607,675,0,1
1,6408,2476,463,0,6408,459,0,0
0,6408,3200,0,1,6408,166,1481,1
0,6408,625,0,1,6408,651,2071,1
0,6408,3524,0,1,6408,1623,2325,1
0,6408,2251,0,1,6408,686,1764,1
1,6408,3343,792,0,6408,2318,0,0
0,6408,392,0,1,6408,2565,2004,1
0,6359,3611,0,1,6408,1108,1160,1
0,6408,3552,0,1,5931,3360,422,1
0,6408,3858,0,1,6408,3692,1282,1
0,6408,2508,0,1,5715,3070,1936,1
0,6408,709,0,1,6408,3385,4032,1
1,6408,898,3714,0,6408,3220,0,0
0,6134,0,0,2,6408,1850,1194,1
1,5372,3510,4032,0,6408,4032,0,0
1,5898,2418,171,0,6408,828,0,0
1,6408,3116,1876,0,5832,3668,0,0
2,6408,2842,2919,0,1930,0,0,2
1,6408,144,3924,0,6408,2814,0,0
1,6408,3162,253,0,6408,3434,0,0
3,5987,2584,4032,0,0,0,0,2
1,5177,4032,2361,0,5810,2076,0,0
0,6408,3955,0,1,6408,2698,1573,1
0,6408,3336,0,1,6408,2162,4032,1
0,5987,3307,0,1,6408,1288,2922,1
1,6408,2140,513,0,6408,4032,0,0
0,5566,1574,0,1,6408,2081,3264,1
1,6408,1694,3271,0,6408,1497,0,0
1,6408,3199,2394,0,6408,4032,0,0
2,1628,1500,0,1,6408,0,0,2
1,6053,1509,4032,0,6408,3520,0,0
0,6408,3027,0,1,6408,118,3434,1
0,0,0,0,3,6408,944,3520,1
0,6408,666,0,1,6408,3776,944,1
1,6027,4032,1625,0,6408,4032,0,0
3,6408,4032,3425,0,0,0,0,2
0,4982,3805,0,1,5931,4032,3598,1
0,5889,1264,0,1,6408,2374,3858,1
1,6408,0,0,2,6408,2319,0,1
1,0,0,0,3,5880,1086,0,1
2,2424,554,0,1,2401,0,0,2
0,6408,3322,0,1,6249,3456,775,1
1,6408,3342,3324,0,6408,2928,0,0
1,6240,6,2793,0,6408,2783,0,0
1,0,0,0,3,6408,3336,0,1
1,6408,3360,2200,0,6408,3649,0,0
2,6408,3465,0,1,6408,0,0,2
3,6408,3738,630,0,0,0,0,2
0,6408,1372,0,1,6408,715,2608,1
0,6408,2252,0,1,6408,805,1179,1
1,6408,3356,2836,0,4416,3360,0,0
0,6408,3632,0,1,6408,3328,1669,1
1,6408,981,2483,0,5454,4032,0,0
0,4979,1516,0,1,5931,1447,3360,1
1,6408,1376,3642,0,6408,3360,0,0
1,6408,1154,3608,0,5324,557,0,0
0,0,0,0,3,6408,3584,2657,1
1,6408,417,3885,0,6408,2920,0,0
3,6408,2334,3758,0,0,0,0,2
0,0,0,0,3,6408,4032,4032,1
0,6027,4032,0,1,6408,1945,3044,1
0,5145,3306,0,1,6408,2616,837,1
0,4268,3481,0,1,6408,3363,1323,1
1,3882,3856,3495,0,6408,3324,0,0
1,4932,702,4032,0,6408,3452,0,0
1,4724,1064,630,0,6408,1142,0,0
1,6408,4032,1148,0,6408,4032,0,0
1,5768,3924,464,0,6408,3324,0,0
1,6408,1012,2132,0,6408,1815,0,0
1,6090,3360,1229,0,5996,1543,0,0
0,5684,2238,0,1,6408,2605,1439,1
1,6408,4032,1306,0,6408,4032,0,0
0,0,0,0,3,6408,2314,4032,1
1,6408,4032,3366,0,6154,2829,0,0
0,5448,3712,0,1,6408,660,4032,1
1,4169,0,0,2,5373,555,0,1
3,6249,3740,2549,0,0,0,0,2
1,5718,3510,2607,0,6408,3342,0,0
1,4176,3526,3887,0,6063,4032,0,0
1,3378,1007,3856,0,6408,4032,0,0
1,5931,4032,3034,0,2995,2053,0,0
0,6408,2016,0,1,6408,4032,242,1
1,5718,3342,1877,0,6408,3742,0,0
0,6408,3608,0,1,5526,550,1062,1
0,6408,3776,0,1,6084,2328,2352,1
1,6408,2951,2995,0,6408,628,0,0
0,6408,3454,0,1,6408,111,3480,1
1,6408,2106,2692,0,6090,3536,0,0
1,5990,346,3516,0,5990,1019,0,0
2,2542,1106,0,1,6408,0,0,2
0,6408,1772,0,1,6408,3149,959,1
0,6408,694,0,1,6408,2215,2106,1
1,6408,4032,1404,0,6408,1982,0,0
0,6408,3623,0,1,6408,3856,32,1
0,6408,1451,0,1,6408,4032,2610,1
1,6408,3600,144,0,6408,3765,0,0
1,6408,583,4032,0,6408,4032,0,0
1,6408,3085,3575,0,5800,594,0,0
0,6408,4032,0,1,4724,4032,1590,1
0,3461,1600,0,1,6338,980,3598,1
0,6408,1900,0,1,6408,3136,328,1
1,6408,133,4032,0,6338,4032,0,0
1,6408,394,2170,0,6408,2153,0,0
0,5772,4032,0,1,6408,4032,708,1
0,6408,1494,0,1,6408,4032,1971,1
1,3339,199,1834,0,5290,1266,0,0
3,6408,4032,4032,0,0,0,0,2
0,6408,1153,0,1,6408,1007,3681,1
1,5698,3820,274,0,6408,1034,0,0
1,5397,1148,965,0,5397,819,0,0
1,6408,64,4032,0,6408,1260,0,0
0,6408,2109,0,1,6408,3492,1908,1
1,6408,795,3680,0,6408,4032,0,0
0,0,0,0,3,5832,3668,3668,1
1,4550,0,0,2,4356,2502,0,1
1,5498,404,2305,0,5498,296,0,0
1,6408,354,3347,0,6408,2016,0,0
0,6357,2551,0,1,6357,2837,1796,1
1,6408,2341,917,0,6408,1972,0,0
1,6408,3028,3219,0,5832,3668,0,0
0,6408,3731,0,1,6408,2240,1378,1
1,6408,4032,1518,0,5346,2146,0,0
1,6408,1168,1786,0,5700,964,0,0
2,6120,2090,0,1,5832,0,0,2
3,6408,3955,3396,0,0,0,0,2
1,6408,3390,1272,0,6408,4032,0,0
0,6408,4032,0,1,6408,4032,424,1
1,6408,3873,2171,0,6408,2891,0,0
1,6408,4032,876,0,6408,1520,0,0
1,5541,0,0,2,6408,1160,0,1
1,5820,2384,1516,0,6408,3198,0,0
0,5145,4032,0,1,6408,4032,638,1
1,5145,4032,3611,0,6048,504,0,0
1,6408,2217,2817,0,6254,2972,0,0
1,6408,1057,2948,0,2521,3425,0,0
1,6408,2640,320,0,6408,2502,0,0
0,6408,4032,0,1,6408,4032,1442,1
0,6358,3982,3982,0,6358,3982,3982,0
1,5647,1020,2898,0,5218,3271,0,0
1,6408,3678,1504,0,6023,2258,0,0
1,6408,1162,3129,0,6254,2662,0,0
1,6408,3542,3612,0,6100,4032,0,0
0,603,4032,0,1,6408,4032,459,1
0,5741,3443,0,1,5588,3091,1263,1
0,6358,3982,3982,0,6358,3982,3982,0
0,6358,3982,3982,0,6050,3982,3982,0
1,6408,3654,3920,0,6408,2566,0,0
1,6408,3391,1104,0,6408,3139,0,0
1,6408,775,3584,0,6408,3800,0,0
1,5722,3022,1377,0,5722,1218,0,0
1,6408,1931,2191,0,6408,3384,0,0
0,6408,4032,0,1,6408,2972,1802,1
1,4599,2390,2970,0,5634,2126,0,0
1,5454,2786,588,0,6408,496,0,0
1,6408,1199,3897,0,6408,3996,0,0
1,4029,3642,3688,0,6408,3624,0,0
0,6118,3678,0,1,6408,1536,3962,1
1,6408,1215,2417,0,6408,2040,0,0
0,6408,1195,0,1,6408,2134,3176,1
1,3625,642,737,0,4660,2176,0,0
1,6063,1145,193,0,6408,2662,0,0
0,6408,2219,0,1,6408,1086,4032,1
1,5771,1200,680,0,5771,1741,0,0
1,6408,2495,1099,0,6408,2108,0,0
1,6100,725,2704,0,6408,2692,0,0
0,0,0,0,3,6408,3816,4032,1
0,6358,3982,3982,0,6358,3982,3982,0
1,6408,185,3360,0,6408,3266,0,0
1,4799,2768,753,0,5144,2768,0,0
1,6134,3758,4032,0,6408,4032,0,0
1,6330,3954,2758,0,6408,2462,0,0
0,0,0,0,3,6408,4032,4032,1
1,6212,543,3427,0,6330,4032,0,0
1,6408,2215,895,0,6408,4032,0,0
1,5158,26,637,0,5158,2588,0,0
1,5448,4032,3025,0,5448,3452,0,0
0,5889,2994,0,1,6408,4032,2862,1
1,6161,3785,1691,0,4995,3062,0,0
0,6358,3982,3982,0,6358,3982,3982,0
0,5767,3982,3982,0,6084,3982,3982,0
1,6408,1747,4032,0,6408,3916,0,0
0,6358,3982,3982,0,6358,3982,3982,0
0,6084,3982,3982,0,6358,3982,3982,0
1,6408,3356,1737,0,6408,3598,0,0
1,3461,4032,2146,0,6408,4032,0,0
0,6090,4032,0,1,6408,3452,825,1
1,6408,3104,3688,0,4992,3482,0,0
0,4595,1502,0,1,4595,1417,575,1
0,0,0,0,3,6408,3758,3838,1
1,4655,902,197,0,4655,1525,0,0
0,6056,4032,0,1,6408,4032,2592,1
1,5373,3922,457,0,6408,2392,0,0
0,6358,3982,3982,0,6358,3982,3982,0
0,4704,4012,0,1,5428,358,4012,1
0,6358,3982,3982,0,6358,3982,3982,0
0,4883,2391,0,1,4883,1297,2197,1
0,6358,3982,3982,0,6084,3982,3982,0
0,6358,3982,3982,0,6084,3982,3982,0
1,6408,3360,1337,0,6408,1268,0,0
2,3196,560,0,1,4248,0,0,2
1,5306,2366,1140,0,5306,2082,0,0
2,6090,1994,0,1,4564,0,0,2
0,6177,4032,0,1,6408,4032,2004,1
0,6084,3982,3982,0,6358,3982,3982,0
1,5145,1946,3322,0,6408,2612,0,0
0,6358,3982,3982,0,6358,3982,3982,0
3,5242,2984,2785,0,0,0,0,2
1,6408,249,3077,0,6408,2876,0,0
1,3882,2821,3887,0,6408,3742,0,0
1,6408,3916,1392,0,6408,3778,0,0
0,6172,3642,0,1,6172,3264,999,1
0,6127,3982,3982,0,6358,3982,3982,0
1,6090,669,4032,0,6408,4032,0,0
0,6408,3840,0,1,6408,3744,144,1
0,6408,1059,0,1,6408,1836,3374,1
1,5703,108,438,0,5703,3115,0,0
0,6408,4032,0,1,6090,2317,4032,1
1,6408,924,2334,0,6408,3801,0,0
0,5343,2194,0,1,6408,3840,1529,1
0,4644,2055,0,1,6408,3678,1859,1
